workload,workload_type,workload_size,description,algorithm,frames,page_faults,total_accesses,fault_rate_pct
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",FIFO,64,49,2000,2.4500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",FIFO,128,49,2000,2.4500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LRU,2,1670,2000,83.5000
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LRU,4,1313,2000,65.6500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LRU,8,760,2000,38.0000
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LRU,16,169,2000,8.4500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LRU,32,92,2000,4.6000
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LRU,64,49,2000,2.4500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LRU,128,49,2000,2.4500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LFU,2,1644,2000,82.2000
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LFU,4,1309,2000,65.4500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LFU,8,588,2000,29.4000
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LFU,16,173,2000,8.6500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LFU,32,102,2000,5.1000
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LFU,64,49,2000,2.4500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LFU,128,49,2000,2.4500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Clock,2,1668,2000,83.4000
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Clock,4,1351,2000,67.5500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Clock,8,791,2000,39.5500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Clock,16,195,2000,9.7500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Clock,32,100,2000,5.0000
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Clock,64,49,2000,2.4500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Clock,128,49,2000,2.4500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Random,2,1661,2000,83.0500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Random,4,1364,2000,68.2000
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Random,8,803,2000,40.1500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Random,16,315,2000,15.7500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Random,32,107,2000,5.3500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Random,64,49,2000,2.4500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Random,128,49,2000,2.4500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Otimo,2,1366,2000,68.3000
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Otimo,4,872,2000,43.6000
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Otimo,8,371,2000,18.5500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Otimo,16,124,2000,6.2000
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Otimo,32,63,2000,3.1500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Otimo,64,49,2000,2.4500
locality_sm_tight_hot90,locality,sm,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Otimo,128,49,2000,2.4500
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",FIFO,2,9920,10000,99.2000
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",FIFO,4,9863,10000,98.6300
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",FIFO,8,9713,10000,97.1300
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",FIFO,16,9415,10000,94.1500
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",FIFO,32,8903,10000,89.0300
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",FIFO,64,7800,10000,78.0000
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",FIFO,128,5918,10000,59.1800
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LRU,2,9920,10000,99.2000
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LRU,4,9862,10000,98.6200
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LRU,8,9714,10000,97.1400
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LRU,16,9410,10000,94.1000
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LRU,32,8900,10000,89.0000
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LRU,64,7766,10000,77.6600
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LRU,128,5666,10000,56.6600
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LFU,2,9924,10000,99.2400
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LFU,4,9842,10000,98.4200
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LFU,8,9687,10000,96.8700
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LFU,16,9374,10000,93.7400
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LFU,32,8714,10000,87.1400
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LFU,64,7378,10000,73.7800
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LFU,128,4681,10000,46.8100
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Clock,2,9920,10000,99.2000
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Clock,4,9863,10000,98.6300
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Clock,8,9713,10000,97.1300
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Clock,16,9417,10000,94.1700
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Clock,32,8903,10000,89.0300
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Clock,64,7783,10000,77.8300
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Clock,128,5739,10000,57.3900
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Random,2,9923,10000,99.2300
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Random,4,9858,10000,98.5800
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Random,8,9723,10000,97.2300
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Random,16,9434,10000,94.3400
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Random,32,8882,10000,88.8200
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Random,64,7712,10000,77.1200
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Random,128,5898,10000,58.9800
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Otimo,2,9494,10000,94.9400
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Otimo,4,8919,10000,89.1900
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Otimo,8,8187,10000,81.8700
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Otimo,16,7224,10000,72.2400
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Otimo,32,5993,10000,59.9300
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Otimo,64,4424,10000,44.2400
locality_md_huge_ws10,locality,md,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Otimo,128,2643,10000,26.4300
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",FIFO,2,9727,10000,97.2700
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",FIFO,4,9472,10000,94.7200
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",FIFO,8,8962,10000,89.6200
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",FIFO,16,8051,10000,80.5100
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",FIFO,32,6438,10000,64.3800
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",FIFO,64,4235,10000,42.3500
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",FIFO,128,1792,10000,17.9200
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LRU,2,9727,10000,97.2700
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LRU,4,9471,10000,94.7100
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LRU,8,8960,10000,89.6000
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LRU,16,7983,10000,79.8300
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LRU,32,6177,10000,61.7700
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LRU,64,3455,10000,34.5500
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LRU,128,1379,10000,13.7900
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LFU,2,9680,10000,96.8000
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LFU,4,9464,10000,94.6400
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LFU,8,8727,10000,87.2700
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LFU,16,7535,10000,75.3500
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LFU,32,4915,10000,49.1500
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LFU,64,2565,10000,25.6500
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LFU,128,1374,10000,13.7400
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Clock,2,9727,10000,97.2700
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Clock,4,9472,10000,94.7200
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Clock,8,8961,10000,89.6100
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Clock,16,8027,10000,80.2700
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Clock,32,6328,10000,63.2800
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Clock,64,3709,10000,37.0900
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Clock,128,1394,10000,13.9400
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Random,2,9720,10000,97.2000
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Random,4,9483,10000,94.8300
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Random,8,8991,10000,89.9100
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Random,16,8060,10000,80.6000
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Random,32,6449,10000,64.4900
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Random,64,4205,10000,42.0500
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Random,128,1839,10000,18.3900
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Otimo,2,8909,10000,89.0900
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Otimo,4,7856,10000,78.5600
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Otimo,8,6568,10000,65.6800
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Otimo,16,4976,10000,49.7600
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Otimo,32,3197,10000,31.9700
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Otimo,64,1644,10000,16.4400
locality_md_medium_hot70,locality,md,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Otimo,128,620,10000,6.2000
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",FIFO,2,8463,10000,84.6300
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",FIFO,4,6912,10000,69.1200
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",FIFO,8,4231,10000,42.3100
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",FIFO,16,1804,10000,18.0400
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",FIFO,32,660,10000,6.6000
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",FIFO,64,50,10000,0.5000
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",FIFO,128,50,10000,0.5000
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LRU,2,8471,10000,84.7100
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LRU,4,6837,10000,68.3700
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LRU,8,3865,10000,38.6500
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LRU,16,967,10000,9.6700
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LRU,32,485,10000,4.8500
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LRU,64,50,10000,0.5000
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LRU,128,50,10000,0.5000
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LFU,2,8322,10000,83.2200
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LFU,4,6574,10000,65.7400
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LFU,8,3093,10000,30.9300
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LFU,16,917,10000,9.1700
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LFU,32,499,10000,4.9900
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LFU,64,50,10000,0.5000
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LFU,128,50,10000,0.5000
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Clock,2,8463,10000,84.6300
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Clock,4,6891,10000,68.9100
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Clock,8,4089,10000,40.8900
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Clock,16,1165,10000,11.6500
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Clock,32,493,10000,4.9300
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Clock,64,50,10000,0.5000
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Clock,128,50,10000,0.5000
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Random,2,8421,10000,84.2100
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Random,4,6899,10000,68.9900
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Random,8,4215,10000,42.1500
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Random,16,1801,10000,18.0100
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Random,32,700,10000,7.0000
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Random,64,50,10000,0.5000
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Random,128,50,10000,0.5000
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Otimo,2,6919,10000,69.1900
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Otimo,4,4447,10000,44.4700
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Otimo,8,1926,10000,19.2600
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Otimo,16,628,10000,6.2800
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Otimo,32,223,10000,2.2300
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Otimo,64,50,10000,0.5000
locality_md_tight_hot90,locality,md,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Otimo,128,50,10000,0.5000
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",FIFO,2,9930,10000,99.3000
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",FIFO,4,9856,10000,98.5600
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",FIFO,8,9715,10000,97.1500
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",FIFO,16,9476,10000,94.7600
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",FIFO,32,8993,10000,89.9300
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",FIFO,64,7990,10000,79.9000
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",FIFO,128,6215,10000,62.1500
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LRU,2,9931,10000,99.3100
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LRU,4,9857,10000,98.5700
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LRU,8,9717,10000,97.1700
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LRU,16,9477,10000,94.7700
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LRU,32,8992,10000,89.9200
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LRU,64,7950,10000,79.5000
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LRU,128,6016,10000,60.1600
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LFU,2,9924,10000,99.2400
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LFU,4,9829,10000,98.2900
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LFU,8,9678,10000,96.7800
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LFU,16,9411,10000,94.1100
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LFU,32,8750,10000,87.5000
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LFU,64,7494,10000,74.9400
locality_md_wide_ws40,locality,md,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LFU,128,5235,10000,52.3500
