workload,workload_type,workload_size,workload_spread,workload_extra,description,algorithm,frames,page_faults,total_accesses,fault_rate_pct
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",Clock,8,10000,10000,100.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",Clock,16,10000,10000,100.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",Clock,32,10000,10000,100.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",Random,4,10000,10000,100.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",Random,8,10000,10000,100.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",Random,16,9983,10000,99.83
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",Random,32,9470,10000,94.7
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",Otimo,4,9700,10000,97.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",Otimo,8,9300,10000,93.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",Otimo,16,8500,10000,85.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",Otimo,32,6900,10000,69.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",FIFO,4,10000,10000,100.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",FIFO,8,10000,10000,100.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",FIFO,16,10000,10000,100.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",FIFO,32,10000,10000,100.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",LRU,4,10000,10000,100.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",LRU,8,10000,10000,100.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",LRU,16,10000,10000,100.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",LRU,32,10000,10000,100.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",LFU,4,10000,10000,100.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",LFU,8,10000,10000,100.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",LFU,16,10000,10000,100.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",LFU,32,10000,10000,100.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",Clock,4,10000,10000,100.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",Clock,8,10000,10000,100.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",Clock,16,10000,10000,100.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",Clock,32,10000,10000,100.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",Random,4,10000,10000,100.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",Random,8,10000,10000,100.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",Random,16,10000,10000,100.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",Random,32,10000,10000,100.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",Otimo,4,9940,10000,99.4
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",Otimo,8,9860,10000,98.6
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",Otimo,16,9700,10000,97.0
sequencial_medio_amplo,sequencial,medio,amplo,,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",Otimo,32,9392,10000,93.92
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",FIFO,4,100000,100000,100.0
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",FIFO,8,100000,100000,100.0
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",FIFO,16,100000,100000,100.0
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",FIFO,32,100000,100000,100.0
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",LRU,4,100000,100000,100.0
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",LRU,8,100000,100000,100.0
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",LRU,16,100000,100000,100.0
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",LRU,32,100000,100000,100.0
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",LFU,4,100000,100000,100.0
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",LFU,8,100000,100000,100.0
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",LFU,16,100000,100000,100.0
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",LFU,32,100000,100000,100.0
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",Clock,4,100000,100000,100.0
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",Clock,8,100000,100000,100.0
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",Clock,16,100000,100000,100.0
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",Clock,32,100000,100000,100.0
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",Random,4,100000,100000,100.0
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",Random,8,100000,100000,100.0
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",Random,16,99834,100000,99.834
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",Random,32,94973,100000,94.973
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",Otimo,4,96970,100000,96.97
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",Otimo,8,92930,100000,92.93
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",Otimo,16,84856,100000,84.856
sequencial_grande_medio,sequencial,grande,medio,,"Acesso sequencial | Grande (100k refs, 100 pags)",Otimo,32,68712,100000,68.712
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",FIFO,4,100000,100000,100.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",FIFO,8,100000,100000,100.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",FIFO,16,100000,100000,100.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",FIFO,32,100000,100000,100.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",LRU,4,100000,100000,100.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",LRU,8,100000,100000,100.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",LRU,16,100000,100000,100.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",LRU,32,100000,100000,100.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",LFU,4,100000,100000,100.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",LFU,8,100000,100000,100.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",LFU,16,100000,100000,100.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",LFU,32,100000,100000,100.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",Clock,4,100000,100000,100.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",Clock,8,100000,100000,100.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",Clock,16,100000,100000,100.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",Clock,32,100000,100000,100.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",Random,4,100000,100000,100.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",Random,8,100000,100000,100.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",Random,16,100000,100000,100.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",Random,32,100000,100000,100.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",Otimo,4,99400,100000,99.4
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",Otimo,8,98600,100000,98.6
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",Otimo,16,97000,100000,97.0
sequencial_grande_amplo,sequencial,grande,amplo,,"Acesso sequencial | Grande, universo amplo (100k refs, 500 pags)",Otimo,32,93800,100000,93.8
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",FIFO,4,1000000,1000000,100.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",FIFO,8,1000000,1000000,100.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",FIFO,16,1000000,1000000,100.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",FIFO,32,1000000,1000000,100.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",LRU,4,1000000,1000000,100.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",LRU,8,1000000,1000000,100.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",LRU,16,1000000,1000000,100.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",LRU,32,1000000,1000000,100.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",LFU,4,1000000,1000000,100.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",LFU,8,1000000,1000000,100.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",LFU,16,1000000,1000000,100.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",LFU,32,1000000,1000000,100.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",Clock,4,1000000,1000000,100.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",Clock,8,1000000,1000000,100.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",Clock,16,1000000,1000000,100.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",Clock,32,1000000,1000000,100.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",Random,4,1000000,1000000,100.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",Random,8,1000000,1000000,100.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",Random,16,1000000,1000000,100.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",Random,32,1000000,1000000,100.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",Otimo,4,993988,1000000,99.3988
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",Otimo,8,985976,1000000,98.5976
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",Otimo,16,969952,1000000,96.9952
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,"Acesso sequencial | Massivo, universo amplo (1M refs, 500 pags)",Otimo,32,937904,1000000,93.7904
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",FIFO,4,1893,2000,94.65
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",FIFO,8,1777,2000,88.85
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",FIFO,16,1591,2000,79.55
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",FIFO,32,1282,2000,64.1
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",LRU,4,1889,2000,94.45
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",LRU,8,1772,2000,88.6
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",LRU,16,1566,2000,78.3
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",LRU,32,1242,2000,62.1
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",LFU,4,1884,2000,94.2
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",LFU,8,1772,2000,88.6
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",LFU,16,1511,2000,75.55
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",LFU,32,984,2000,49.2
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",Clock,4,1892,2000,94.6
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",Clock,8,1775,2000,88.75
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",Clock,16,1584,2000,79.2
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",Clock,32,1260,2000,63.0
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",Random,4,1883,2000,94.15
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",Random,8,1773,2000,88.65
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",Random,16,1577,2000,78.85
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",Random,32,1280,2000,64.0
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",Otimo,4,1555,2000,77.75
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",Otimo,8,1300,2000,65.0
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",Otimo,16,997,2000,49.85
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,"Localidade moderada (70% hot) | Pequeno (2k refs, 200 pags, WS=20%)",Otimo,32,669,2000,33.45
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",FIFO,4,1353,2000,67.65
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",FIFO,8,867,2000,43.35
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",FIFO,16,393,2000,19.65
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",FIFO,32,151,2000,7.55
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LRU,4,1340,2000,67.0
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LRU,8,795,2000,39.75
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LRU,16,218,2000,10.9
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LRU,32,109,2000,5.45
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LFU,4,1316,2000,65.8
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LFU,8,644,2000,32.2
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LFU,16,197,2000,9.85
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",LFU,32,115,2000,5.75
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Clock,4,1347,2000,67.35
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Clock,8,843,2000,42.15
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Clock,16,263,2000,13.15
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Clock,32,114,2000,5.7
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Random,4,1376,2000,68.8
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Random,8,868,2000,43.4
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Random,16,353,2000,17.65
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Random,32,141,2000,7.05
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Otimo,4,887,2000,44.35
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Otimo,8,403,2000,20.15
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Otimo,16,145,2000,7.25
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,"Alta localidade (90% hot) | Pequeno, universo restrito (2k refs, 50 pags, WS=20%)",Otimo,32,71,2000,3.55
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",FIFO,4,9860,10000,98.6
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",FIFO,8,9737,10000,97.37
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",FIFO,16,9459,10000,94.59
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",FIFO,32,8927,10000,89.27
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LRU,4,9860,10000,98.6
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LRU,8,9732,10000,97.32
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LRU,16,9463,10000,94.63
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LRU,32,8918,10000,89.18
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LFU,4,9866,10000,98.66
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LFU,8,9711,10000,97.11
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LFU,16,9386,10000,93.86
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",LFU,32,8696,10000,86.96
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Clock,4,9860,10000,98.6
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Clock,8,9734,10000,97.34
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Clock,16,9461,10000,94.61
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Clock,32,8917,10000,89.17
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Random,4,9863,10000,98.63
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Random,8,9733,10000,97.33
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Random,16,9428,10000,94.28
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Random,32,8904,10000,89.04
