workload,workload_type,workload_size,workload_spread,workload_extra,algorithm,frames,time_ms_op,time_error,gc_alloc_norm_KB_op,gc_alloc_norm_error_KB
fases_grande_amplo_f8,fases,grande,amplo,f8,LRU,32,3.764,0.204,6822.072,0.001
fases_grande_enorme_f8,fases,grande,enorme,f8,LRU,4,3.665,0.079,6856.306,0.0
fases_grande_enorme_f8,fases,grande,enorme,f8,LRU,8,4.429,0.088,6879.565,0.018
fases_grande_enorme_f8,fases,grande,enorme,f8,LRU,16,4.429,0.13,6926.6,0.001
fases_grande_enorme_f8,fases,grande,enorme,f8,LRU,32,4.238,0.042,7018.927,0.0
fases_grande_medio_f4,fases,grande,medio,f4,LRU,4,3.922,0.163,5076.839,0.001
fases_grande_medio_f4,fases,grande,medio,f4,LRU,8,4.533,0.562,5122.765,0.004
fases_grande_medio_f4,fases,grande,medio,f4,LRU,16,4.034,0.055,5212.996,0.0
fases_grande_medio_f4,fases,grande,medio,f4,LRU,32,3.593,0.083,5391.513,0.018
fases_medio_amplo_f8,fases,medio,amplo,f8,LRU,4,0.367,0.01,629.409,0.0
fases_medio_amplo_f8,fases,medio,amplo,f8,LRU,8,0.417,0.006,636.854,0.0
fases_medio_amplo_f8,fases,medio,amplo,f8,LRU,16,0.408,0.003,651.768,0.0
fases_medio_amplo_f8,fases,medio,amplo,f8,LRU,32,0.361,0.017,680.897,0.019
fases_medio_enorme_f4,fases,medio,enorme,f4,LRU,4,0.388,0.042,685.018,0.0
fases_medio_enorme_f4,fases,medio,enorme,f4,LRU,8,0.437,0.014,686.503,0.0
fases_medio_enorme_f4,fases,medio,enorme,f4,LRU,16,0.453,0.029,688.898,0.018
fases_medio_enorme_f4,fases,medio,enorme,f4,LRU,32,0.431,0.018,693.808,0.0
fases_medio_medio_f4,fases,medio,medio,f4,LRU,4,0.364,0.004,510.604,0.0
fases_medio_medio_f4,fases,medio,medio,f4,LRU,8,0.414,0.004,515.429,0.019
fases_medio_medio_f4,fases,medio,medio,f4,LRU,16,0.417,0.016,524.964,0.0
fases_medio_medio_f4,fases,medio,medio,f4,LRU,32,0.347,0.009,543.002,0.0
fases_medio_restrito_f2,fases,medio,restrito,f2,LRU,4,0.377,0.038,390.831,0.0
fases_medio_restrito_f2,fases,medio,restrito,f2,LRU,8,0.383,0.003,390.819,0.019
fases_medio_restrito_f2,fases,medio,restrito,f2,LRU,16,0.292,0.013,390.951,0.031
fases_medio_restrito_f2,fases,medio,restrito,f2,LRU,32,0.278,0.015,391.799,0.0
fases_pequeno_medio_f4,fases,pequeno,medio,f4,LRU,4,0.078,0.002,101.992,0.017
fases_pequeno_medio_f4,fases,pequeno,medio,f4,LRU,8,0.087,0.001,102.989,0.018
fases_pequeno_medio_f4,fases,pequeno,medio,f4,LRU,16,0.08,0.002,104.954,0.0
fases_pequeno_medio_f4,fases,pequeno,medio,f4,LRU,32,0.068,0.0,108.875,0.0
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,LRU,4,0.069,0.001,78.329,0.0
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,LRU,8,0.079,0.005,78.329,0.0
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,LRU,16,0.062,0.001,78.469,0.0
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,LRU,32,0.054,0.002,79.297,0.0
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,LRU,4,4.132,0.185,5441.204,0.017
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,LRU,8,4.82,0.049,5449.396,0.019
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,LRU,16,4.639,0.041,5465.742,0.0
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,LRU,32,4.622,0.042,5497.883,0.0
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,LRU,4,4.164,0.356,5346.091,0.002
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,LRU,8,4.71,0.286,5354.368,0.002
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,LRU,16,4.699,0.153,5370.844,0.001
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,LRU,32,4.716,0.124,5403.942,0.018
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,LRU,4,3.8,0.116,4332.776,0.001
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,LRU,8,4.527,0.043,4334.722,0.019
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,LRU,16,4.281,0.196,4338.564,0.017
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,LRU,32,4.32,0.054,4347.631,0.0
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,LRU,4,3.124,0.02,3906.435,0.0
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,LRU,8,3.611,0.224,3906.454,0.002
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,LRU,16,3.043,0.025,3906.575,0.0
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,LRU,32,2.716,0.353,3906.858,0.033
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,LRU,4,0.414,0.004,545.897,0.019
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,LRU,8,0.463,0.008,546.534,0.0
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,LRU,16,0.452,0.009,548.148,0.019
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,LRU,32,0.465,0.016,551.585,0.019
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,LRU,4,0.414,0.022,534.706,0.0
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,LRU,8,0.462,0.027,535.331,0.0
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,LRU,16,0.444,0.004,537.253,0.0
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,LRU,32,0.467,0.009,540.554,0.019
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,LRU,4,0.371,0.004,434.221,0.0
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,LRU,8,0.468,0.007,434.366,0.019
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,LRU,16,0.456,0.04,434.917,0.0
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,LRU,32,0.418,0.031,435.975,0.019
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,LRU,4,0.325,0.024,390.791,0.0
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,LRU,8,0.384,0.017,390.807,0.0
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,LRU,16,0.299,0.006,390.932,0.0
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,LRU,32,0.28,0.009,391.225,0.019
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,LRU,4,0.077,0.0,86.687,0.015
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,LRU,8,0.088,0.008,86.739,0.019
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,LRU,16,0.086,0.002,86.959,0.018
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,LRU,32,0.084,0.002,87.407,0.0
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,LRU,4,0.072,0.003,78.329,0.0
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,LRU,8,0.066,0.001,78.329,0.0
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,LRU,16,0.062,0.002,78.469,0.0
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,LRU,32,0.053,0.003,78.735,0.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,LRU,4,30.073,0.36,62312.903,0.005
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,LRU,8,31.753,2.64,62312.914,0.019
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,LRU,16,30.392,0.511,62313.046,0.005
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,LRU,32,30.977,0.887,62313.316,0.006
sequencial_grande_amplo,sequencial,grande,amplo,,LRU,4,3.268,0.282,6231.452,0.002
sequencial_grande_amplo,sequencial,grande,amplo,,LRU,8,3.088,0.038,6231.451,0.0
sequencial_grande_amplo,sequencial,grande,amplo,,LRU,16,2.814,0.444,6231.582,0.015
sequencial_grande_amplo,sequencial,grande,amplo,,LRU,32,2.791,0.37,6231.847,0.015
sequencial_grande_medio,sequencial,grande,medio,,LRU,4,2.583,0.271,3906.439,0.014
sequencial_grande_medio,sequencial,grande,medio,,LRU,8,2.469,0.027,3906.431,0.0
sequencial_grande_medio,sequencial,grande,medio,,LRU,16,2.954,0.213,3906.602,0.02
sequencial_grande_medio,sequencial,grande,medio,,LRU,32,2.433,0.151,3906.837,0.001
sequencial_medio_amplo,sequencial,medio,amplo,,LRU,4,0.309,0.004,623.33,0.0
sequencial_medio_amplo,sequencial,medio,amplo,,LRU,8,0.288,0.015,623.33,0.0
sequencial_medio_amplo,sequencial,medio,amplo,,LRU,16,0.307,0.004,623.471,0.0
sequencial_medio_amplo,sequencial,medio,amplo,,LRU,32,0.301,0.011,623.736,0.0
sequencial_medio_medio,sequencial,medio,medio,,LRU,4,0.304,0.006,390.83,0.0
sequencial_medio_medio,sequencial,medio,medio,,LRU,8,0.276,0.003,390.83,0.0
sequencial_medio_medio,sequencial,medio,medio,,LRU,16,0.256,0.012,390.97,0.0
sequencial_medio_medio,sequencial,medio,medio,,LRU,32,0.281,0.034,391.236,0.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,LRU,4,0.016,0.0,19.734,0.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,LRU,8,0.016,0.0,19.734,0.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,LRU,16,0.015,0.0,19.875,0.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,LRU,32,0.012,0.0,19.813,0.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,LRU,4,0.06,0.006,78.329,0.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,LRU,8,0.059,0.001,78.329,0.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,LRU,16,0.059,0.001,78.469,0.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,LRU,32,0.049,0.001,78.428,0.029
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,Otimo,4,348.658,22.659,148047.185,0.013
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,Otimo,8,518.198,18.778,182644.5,0.0
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,Otimo,16,807.697,23.895,244882.797,0.0
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,Otimo,32,1386.74,39.184,349095.831,0.015
aleatorio_grande_amplo,aleatorio,grande,amplo,,Otimo,4,28.611,0.233,14689.871,0.004
aleatorio_grande_amplo,aleatorio,grande,amplo,,Otimo,8,42.839,0.159,18162.399,0.001
aleatorio_grande_amplo,aleatorio,grande,amplo,,Otimo,16,65.501,0.795,24453.586,0.0
aleatorio_grande_amplo,aleatorio,grande,amplo,,Otimo,32,113.0,1.268,34782.759,0.003
aleatorio_grande_enorme,aleatorio,grande,enorme,,Otimo,4,27.117,0.256,17564.002,0.003
aleatorio_grande_enorme,aleatorio,grande,enorme,,Otimo,8,43.24,0.777,22691.856,0.01
aleatorio_grande_enorme,aleatorio,grande,enorme,,Otimo,16,64.648,1.701,32487.696,0.002
aleatorio_grande_enorme,aleatorio,grande,enorme,,Otimo,32,115.999,1.425,50755.039,0.002
aleatorio_grande_medio,aleatorio,grande,medio,,Otimo,4,25.809,0.525,5575.578,0.005
aleatorio_grande_medio,aleatorio,grande,medio,,Otimo,8,37.159,0.383,5199.499,0.006
aleatorio_grande_medio,aleatorio,grande,medio,,Otimo,16,51.07,0.542,4721.51,0.001
aleatorio_grande_medio,aleatorio,grande,medio,,Otimo,32,66.757,0.615,4121.128,0.023
aleatorio_medio_amplo,aleatorio,medio,amplo,,Otimo,4,2.586,0.083,1474.721,0.001
aleatorio_medio_amplo,aleatorio,medio,amplo,,Otimo,8,3.673,0.04,1813.697,0.0
aleatorio_medio_amplo,aleatorio,medio,amplo,,Otimo,16,5.672,0.071,2423.976,0.001
aleatorio_medio_amplo,aleatorio,medio,amplo,,Otimo,32,8.719,0.095,3426.402,0.001
aleatorio_medio_enorme,aleatorio,medio,enorme,,Otimo,4,2.409,0.018,1845.641,0.0
aleatorio_medio_enorme,aleatorio,medio,enorme,,Otimo,8,3.441,0.04,2349.68,0.0
aleatorio_medio_enorme,aleatorio,medio,enorme,,Otimo,16,5.175,0.033,3338.566,0.0
aleatorio_medio_enorme,aleatorio,medio,enorme,,Otimo,32,8.725,0.106,5159.496,0.001
aleatorio_medio_medio,aleatorio,medio,medio,,Otimo,4,2.363,0.047,560.547,0.0
aleatorio_medio_medio,aleatorio,medio,medio,,Otimo,8,3.188,0.062,522.959,0.0
aleatorio_medio_medio,aleatorio,medio,medio,,Otimo,16,4.261,0.063,475.951,0.001
aleatorio_medio_medio,aleatorio,medio,medio,,Otimo,32,5.428,0.043,417.005,0.0
aleatorio_medio_restrito,aleatorio,medio,restrito,,Otimo,4,1.772,0.019,462.684,0.0
aleatorio_medio_restrito,aleatorio,medio,restrito,,Otimo,8,1.882,0.018,388.81,0.0
aleatorio_medio_restrito,aleatorio,medio,restrito,,Otimo,16,0.795,0.007,309.74,0.0
aleatorio_medio_restrito,aleatorio,medio,restrito,,Otimo,32,0.22,0.008,288.08,0.0
aleatorio_minimo_medio,aleatorio,minimo,medio,,Otimo,4,0.078,0.003,31.922,0.0
aleatorio_minimo_medio,aleatorio,minimo,medio,,Otimo,8,0.108,0.001,30.36,0.0
aleatorio_minimo_medio,aleatorio,minimo,medio,,Otimo,16,0.15,0.001,28.439,0.0
aleatorio_minimo_medio,aleatorio,minimo,medio,,Otimo,32,0.175,0.002,26.048,0.0
aleatorio_minimo_restrito,aleatorio,minimo,restrito,,Otimo,4,0.06,0.001,23.0,0.0
aleatorio_minimo_restrito,aleatorio,minimo,restrito,,Otimo,8,0.06,0.001,19.375,0.0
aleatorio_minimo_restrito,aleatorio,minimo,restrito,,Otimo,16,0.027,0.001,16.703,0.0
aleatorio_minimo_restrito,aleatorio,minimo,restrito,,Otimo,32,0.014,0.001,14.938,0.0
aleatorio_pequeno_amplo,aleatorio,pequeno,amplo,,Otimo,4,0.435,0.007,324.034,0.0
aleatorio_pequeno_amplo,aleatorio,pequeno,amplo,,Otimo,8,0.626,0.006,393.77,0.0
aleatorio_pequeno_amplo,aleatorio,pequeno,amplo,,Otimo,16,0.936,0.006,514.381,0.0
aleatorio_pequeno_amplo,aleatorio,pequeno,amplo,,Otimo,32,1.399,0.014,725.072,0.0
aleatorio_pequeno_medio,aleatorio,pequeno,medio,,Otimo,4,0.408,0.004,113.503,0.0
aleatorio_pequeno_medio,aleatorio,pequeno,medio,,Otimo,8,0.577,0.006,106.191,0.0
aleatorio_pequeno_medio,aleatorio,pequeno,medio,,Otimo,16,0.743,0.008,96.864,0.0
aleatorio_pequeno_medio,aleatorio,pequeno,medio,,Otimo,32,0.865,0.034,96.443,17.231
aleatorio_pequeno_restrito,aleatorio,pequeno,restrito,,Otimo,4,0.323,0.002,93.893,0.0
aleatorio_pequeno_restrito,aleatorio,pequeno,restrito,,Otimo,8,0.32,0.004,79.424,0.0
aleatorio_pequeno_restrito,aleatorio,pequeno,restrito,,Otimo,16,0.139,0.001,68.376,0.0
aleatorio_pequeno_restrito,aleatorio,pequeno,restrito,,Otimo,32,0.048,0.005,59.695,0.023
fases_extragrande_amplo_f8,fases,extragrande,amplo,f8,Otimo,4,259.905,23.55,131623.236,0.262
fases_extragrande_amplo_f8,fases,extragrande,amplo,f8,Otimo,8,353.91,11.823,144874.922,0.0
fases_extragrande_amplo_f8,fases,extragrande,amplo,f8,Otimo,16,461.285,14.896,156865.25,0.0
fases_extragrande_amplo_f8,fases,extragrande,amplo,f8,Otimo,32,466.1,9.243,141894.094,0.0
fases_grande_amplo_f8,fases,grande,amplo,f8,Otimo,4,22.666,0.174,13041.542,0.003
fases_grande_amplo_f8,fases,grande,amplo,f8,Otimo,8,28.959,0.458,14372.738,0.004
fases_grande_amplo_f8,fases,grande,amplo,f8,Otimo,16,36.724,0.744,15595.635,0.007
fases_grande_amplo_f8,fases,grande,amplo,f8,Otimo,32,36.916,0.137,14168.883,0.005
fases_grande_enorme_f8,fases,grande,enorme,f8,Otimo,4,25.16,0.387,16653.519,0.003
fases_grande_enorme_f8,fases,grande,enorme,f8,Otimo,8,34.034,0.881,20465.938,0.005
fases_grande_enorme_f8,fases,grande,enorme,f8,Otimo,16,52.785,0.55,26908.155,0.013
fases_grande_enorme_f8,fases,grande,enorme,f8,Otimo,32,78.235,2.554,36318.446,0.03
fases_grande_medio_f4,fases,grande,medio,f4,Otimo,4,22.617,0.338,8765.987,0.038
fases_grande_medio_f4,fases,grande,medio,f4,Otimo,8,28.585,0.256,8973.644,0.005
fases_grande_medio_f4,fases,grande,medio,f4,Otimo,16,33.715,0.497,8852.24,0.003
fases_grande_medio_f4,fases,grande,medio,f4,Otimo,32,27.193,0.49,7010.696,0.029
fases_medio_amplo_f8,fases,medio,amplo,f8,Otimo,4,2.102,0.027,1318.803,0.0
fases_medio_amplo_f8,fases,medio,amplo,f8,Otimo,8,2.694,0.022,1455.635,0.0
fases_medio_amplo_f8,fases,medio,amplo,f8,Otimo,16,3.226,0.037,1594.78,0.0
fases_medio_amplo_f8,fases,medio,amplo,f8,Otimo,32,3.058,0.101,1508.31,0.001
fases_medio_enorme_f4,fases,medio,enorme,f4,Otimo,4,2.33,0.064,1795.36,0.0
fases_medio_enorme_f4,fases,medio,enorme,f4,Otimo,8,3.267,0.037,2238.585,0.0
fases_medio_enorme_f4,fases,medio,enorme,f4,Otimo,16,4.761,0.075,3034.517,0.001
fases_medio_enorme_f4,fases,medio,enorme,f4,Otimo,32,7.336,0.086,4390.471,0.001
fases_medio_medio_f4,fases,medio,medio,f4,Otimo,4,2.097,0.014,918.842,0.0
fases_medio_medio_f4,fases,medio,medio,f4,Otimo,8,2.711,0.031,947.128,0.0
fases_medio_medio_f4,fases,medio,medio,f4,Otimo,16,2.988,0.056,936.114,0.0
fases_medio_medio_f4,fases,medio,medio,f4,Otimo,32,2.293,0.028,755.516,0.0
fases_medio_restrito_f2,fases,medio,restrito,f2,Otimo,4,1.938,0.02,496.513,0.0
fases_medio_restrito_f2,fases,medio,restrito,f2,Otimo,8,2.157,0.019,428.233,0.0
fases_medio_restrito_f2,fases,medio,restrito,f2,Otimo,16,1.457,0.025,352.525,0.0
fases_medio_restrito_f2,fases,medio,restrito,f2,Otimo,32,0.225,0.003,309.189,0.0
fases_pequeno_medio_f4,fases,pequeno,medio,f4,Otimo,4,0.366,0.007,182.237,0.0
fases_pequeno_medio_f4,fases,pequeno,medio,f4,Otimo,8,0.458,0.011,185.831,0.0
fases_pequeno_medio_f4,fases,pequeno,medio,f4,Otimo,16,0.518,0.004,186.019,0.0
fases_pequeno_medio_f4,fases,pequeno,medio,f4,Otimo,32,0.461,0.006,170.972,0.0
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,Otimo,4,0.345,0.004,99.979,0.0
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,Otimo,8,0.37,0.003,86.51,0.0
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,Otimo,16,0.251,0.002,72.025,0.0
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,Otimo,32,0.067,0.002,64.571,0.0
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,Otimo,4,28.775,0.343,11234.575,0.039
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,Otimo,8,43.753,0.935,12778.711,0.01
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,Otimo,16,65.784,1.744,15512.353,0.021
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,Otimo,32,107.133,2.232,19888.222,0.0
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,Otimo,4,29.127,1.211,10878.217,0.046
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,Otimo,8,43.094,0.538,12231.627,0.008
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,Otimo,16,64.962,0.558,14637.391,0.0
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,Otimo,32,103.959,1.17,18455.113,0.002
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,Otimo,4,26.071,0.394,6514.956,0.003
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,Otimo,8,36.239,1.963,6206.343,0.051
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,Otimo,16,49.781,0.46,5909.795,0.013
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,Otimo,32,62.566,0.836,5811.017,0.02
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,Otimo,4,16.223,0.182,4188.96,0.002
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,Otimo,8,13.394,0.254,3992.067,0.002
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,Otimo,16,8.595,0.206,3002.628,0.001
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,Otimo,32,6.42,0.039,2877.442,0.0
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,Otimo,4,2.613,0.032,1136.635,0.0
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,Otimo,8,3.787,0.034,1284.44,0.0
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,Otimo,16,5.597,0.056,1595.905,0.0
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,Otimo,32,8.311,0.103,2065.486,0.001
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,Otimo,4,2.624,0.086,1198.291,0.001
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,Otimo,8,3.745,0.059,1337.642,0.0
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,Otimo,16,5.426,0.043,1568.529,0.0
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,Otimo,32,8.22,0.099,1935.798,0.001
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,Otimo,4,2.375,0.032,679.571,0.0
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,Otimo,8,3.302,0.108,647.671,0.001
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,Otimo,16,4.093,0.038,622.332,0.0
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,Otimo,32,5.107,0.157,616.589,0.001
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,Otimo,4,1.525,0.01,456.479,0.0
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,Otimo,8,1.183,0.009,377.758,0.0
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,Otimo,16,0.76,0.017,347.458,15.09
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,Otimo,32,0.528,0.011,328.91,4.831
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,Otimo,4,0.417,0.003,142.745,0.0
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,Otimo,8,0.561,0.012,136.715,0.0
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,Otimo,16,0.678,0.014,131.778,0.0
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,Otimo,32,0.837,0.013,156.388,0.0
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,Otimo,4,0.269,0.003,90.924,0.0
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,Otimo,8,0.213,0.002,75.798,0.0
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,Otimo,16,0.128,0.003,69.891,3.212
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,Otimo,32,0.086,0.002,67.047,0.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,Otimo,4,215.343,8.509,155658.848,0.005
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,Otimo,8,350.091,13.015,200627.438,0.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,Otimo,16,635.465,60.501,288313.906,0.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,Otimo,32,1383.503,71.634,454749.594,0.0
sequencial_grande_amplo,sequencial,grande,amplo,,Otimo,4,18.564,0.194,16584.093,0.002
sequencial_grande_amplo,sequencial,grande,amplo,,Otimo,8,28.646,0.406,22478.128,0.004
sequencial_grande_amplo,sequencial,grande,amplo,,Otimo,16,53.894,0.477,33612.371,0.0
sequencial_grande_amplo,sequencial,grande,amplo,,Otimo,32,100.791,0.958,53348.819,0.038
sequencial_grande_medio,sequencial,grande,medio,,Otimo,4,19.321,0.156,6063.505,0.001
sequencial_grande_medio,sequencial,grande,medio,,Otimo,8,30.275,0.102,5937.325,0.004
sequencial_grande_medio,sequencial,grande,medio,,Otimo,16,50.891,0.549,5685.291,0.0
sequencial_grande_medio,sequencial,grande,medio,,Otimo,32,78.304,1.853,5181.235,0.018
sequencial_medio_amplo,sequencial,medio,amplo,,Otimo,4,1.554,0.011,1615.542,0.0
sequencial_medio_amplo,sequencial,medio,amplo,,Otimo,8,2.48,0.033,2053.267,0.0
sequencial_medio_amplo,sequencial,medio,amplo,,Otimo,16,4.262,0.055,2544.857,0.0
sequencial_medio_amplo,sequencial,medio,amplo,,Otimo,32,7.856,0.128,2593.287,0.001
sequencial_medio_medio,sequencial,medio,medio,,Otimo,4,1.727,0.01,599.48,0.0
sequencial_medio_medio,sequencial,medio,medio,,Otimo,8,2.771,0.028,586.987,0.0
sequencial_medio_medio,sequencial,medio,medio,,Otimo,16,4.53,0.046,562.14,0.0
sequencial_medio_medio,sequencial,medio,medio,,Otimo,32,6.661,0.321,512.42,0.002
sequencial_minimo_restrito,sequencial,minimo,restrito,,Otimo,4,0.073,0.001,28.204,0.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,Otimo,8,0.09,0.001,25.016,0.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,Otimo,16,0.056,0.0,18.907,0.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,Otimo,32,0.012,0.001,15.766,0.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,Otimo,4,0.333,0.006,110.33,0.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,Otimo,8,0.415,0.004,97.3,0.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,Otimo,16,0.261,0.012,71.439,0.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,Otimo,32,0.048,0.006,58.383,0.025
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,Random,4,48.289,0.402,77168.142,0.001
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,Random,8,54.761,1.684,76631.293,0.015
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,Random,16,53.023,0.571,75574.868,0.011
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,Random,32,52.641,0.521,73454.353,0.014
aleatorio_grande_amplo,aleatorio,grande,amplo,,Random,4,4.835,0.03,7723.853,0.0
aleatorio_grande_amplo,aleatorio,grande,amplo,,Random,8,5.389,0.136,7670.403,0.001
aleatorio_grande_amplo,aleatorio,grande,amplo,,Random,16,5.31,0.056,7559.676,0.0
aleatorio_grande_amplo,aleatorio,grande,amplo,,Random,32,5.02,0.04,7354.229,0.0
aleatorio_grande_enorme,aleatorio,grande,enorme,,Random,4,4.574,0.058,8961.101,0.0
aleatorio_grande_enorme,aleatorio,grande,enorme,,Random,8,5.22,0.15,8945.559,0.001
aleatorio_grande_enorme,aleatorio,grande,enorme,,Random,16,4.992,0.041,8913.612,0.0
